id,RFII-Score,Dossierstruktur,Dossier.Art,Produkt.letzte.Dossierversion,Personenhaushalt..Unterstützungseinheit.,Personen.im.Haushalt.gesamt,Personenkategorie,Zivilstand,Nationalität.Kategorien,in.CH.seit.Geb.,Alterskategorien,Erwerbssituation,Beschäftigungsgrad,Grund.Teilzeit,höchste.abgeschlossene.Ausbildung,Erlernter.Beruf.Kategorie,letzte.berufliche.Tätigkeit.Kategorie
id01493,1,Sozialhilfe,Flüchtling ab 5 J.,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,ledig,Afrika,FALSE,18-25,Arbeit auf Abruf,Eine Teilzeitstelle (50-89%),keine Vollzeitstelle,obligatorische Schule,kein | keine,Abfallentsorgungsarbeiter und sonstige Hilfsarbeitskräfte
id04348,0.982905983,Sozialhilfe,Flüchtling ab 5 J.,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,ledig,Afrika,TRUE,18-25,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,Hilfsarbeiter in der Land- und Forstwirtschaft und Fischerei
id02771,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,>3,Mehrfachhaushalt (>3),Paar mit Kind / Kinder,verheiratet,Afrika,FALSE,46-55,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,Schulbesuch weniger als 7 Jahre,kein | keine,Hilfskräfte in der Nahrungsmittelzubereitung
id01890,1,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Afrika,FALSE,26-35,Arbeit auf Abruf,Eine Teilzeitstelle (50-89%),keine Vollzeitstelle,obligatorische Schule,kein | keine,Reinigungspersonal und Hilfskräfte
id02080,1,Sozialhilfe,Flüchtling ab 5 J.,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,verheiratet,Afrika,FALSE,36-45,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,nicht feststellbar,kein | keine,Hilfskräfte in der Nahrungsmittelzubereitung
id03505,1,Sozialhilfe,Flüchtling ab 5 J.,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Afrika,FALSE,46-55,Arbeit auf Abruf,Eine Teilzeitstelle (bis 49%),keine Vollzeitstelle,Universität/Hochschule/Fachhochschule,Lehrkräfte,Lehrkräfte
id00536,0.91875,Sozialhilfe,VA Flüchtling ab 7 J.,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,ledig,Asien,FALSE,26-35,Selbstständig,Vollzeit(90+),NA,obligatorische Schule,kein | keine,"Führungskräfte in Hotels und Restaurants, im Handel und in der Erbringung sonstiger Dienstleistungen"
id02136,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,>3,Mehrfachhaushalt (>3),Paar mit Kind / Kinder,verheiratet,Asien,FALSE,36-45,"Angestellt, regelmässig",Eine Teilzeitstelle (bis 49%),Krankheit,obligatorische Schule,kein | keine,NA
id03543,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Asien,FALSE,36-45,Arbeit auf Abruf,Eine Teilzeitstelle (bis 49%),keine Vollzeitstelle,obligatorische Schule,kein | keine,Abfallentsorgungsarbeiter und sonstige Hilfsarbeitskräfte
id02705,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,3,Mehrfachhaushalt (2-3),Paar mit Kind / Kinder,verheiratet,Asien,FALSE,36-45,"Angestellt, regelmässig",Eine Teilzeitstelle (50-89%),keine Vollzeitstelle,Berufslehre/-schule,Spezialisten in Gesundheitsberufen,Spezialisten in Gesundheitsberufen
id04706,0.982905983,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,EU / EFTA,TRUE,56-65,Selbstständig,Vollzeit(90+),NA,Berufslehre/-schule,Ingenieurtechnische und vergleichbare Fachkräfte,"Naturwissenschaftler, Mathematiker und Ingenieure"
id00436,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,ledig,EU / EFTA,FALSE,36-45,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,NA
id01507,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,2,Mehrfachhaushalt (2-3),Person mit Kind / Kinder,verheiratet,EU / EFTA,FALSE,36-45,keine Chance auf dem Arbeitsmarkt,NA,NA,obligatorische Schule,kein | keine,"Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker"
id00507,0.982905983,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (>3),Alleinstehend,ledig,EU / EFTA,TRUE,26-35,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,"Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker"
id03425,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,verheiratet,EU / EFTA,FALSE,46-55,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,Fahrzeugführer und Bediener mobiler Anlagen,"Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen"
id03716,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,verheiratet,EU / EFTA,FALSE,46-55,vorübergehend arbeitsunfähig,NA,NA,obligatorische Schule,"Metallarbeiter, Mechaniker, Polymechaniker, Produktionsmechaniker und verwandte Berufe","Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen"
id02645,0.982905983,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,EU / EFTA,TRUE,46-55,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,höhere Fach- und Berufsausbildung,NA,Allgemeine Büro- und Sekretariatskräfte
id00249,0.982905983,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,EU / EFTA,TRUE,36-45,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,"Metallarbeiter, Mechaniker, Polymechaniker, Produktionsmechaniker und verwandte Berufe","Metallarbeiter, Mechaniker, Polymechaniker, Produktionsmechaniker und verwandte Berufe"
id00903,0.982905983,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,EU / EFTA,TRUE,46-55,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,"Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker","Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker"
id00279,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,verheiratet,EU / EFTA,FALSE,46-55,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,nicht feststellbar,kein | keine,"Führungskräfte in Hotels und Restaurants, im Handel und in der Erbringung sonstiger Dienstleistungen"
id02984,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,geschieden,EU / EFTA,FALSE,56-65,Rentner/in,NA,NA,obligatorische Schule,"Berufe in der Nahrungsmittelverarbeitung, Holzverarbeitung und Bekleidungsherstellung und verwandte handwerkliche Fachkräfte","Berufe in der Nahrungsmittelverarbeitung, Holzverarbeitung und Bekleidungsherstellung und verwandte handwerkliche Fachkräfte"
id00512,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,ledig,EU / EFTA,FALSE,26-35,vorübergehend arbeitsunfähig,NA,NA,Berufslehre/-schule,"Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker","Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker"
id04914,0.982905983,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,2,Mehrfachhaushalt (2-3),Person mit Kind / Kinder,ledig,EU / EFTA,TRUE,26-35,"Haushalt, familiäre Gründe",NA,NA,Berufslehre/-schule,Berufe im Bereich personenbezogener Dienstleistungen,Berufe im Bereich personenbezogener Dienstleistungen
id02134,0.982905983,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,geschieden,EU / EFTA,TRUE,46-55,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,Sonstige Bürokräfte und verwandte Berufe
id01133,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,3,Mehrfachhaushalt (2-3),Person mit Kind / Kinder,verheiratet,Restliches Europa,FALSE,36-45,"Angestellt, regelmässig",Eine Teilzeitstelle (bis 49%),"Haushalt, familiäre Gründe",obligatorische Schule,kein | keine,Reinigungspersonal und Hilfskräfte
id02450,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,3,Mehrfachhaushalt (2-3),Person mit Kind / Kinder,verheiratet,Restliches Europa,FALSE,36-45,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,"Berufe in der Nahrungsmittelverarbeitung, Holzverarbeitung und Bekleidungsherstellung und verwandte handwerkliche Fachkräfte","Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen"
id00783,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,3,Mehrfachhaushalt (2-3),Paar mit Kind / Kinder,verheiratet,Restliches Europa,FALSE,36-45,"Angestellt, regelmässig",Vollzeit(90+),NA,NA,NA,"Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker"
id02278,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,>3,Mehrfachhaushalt (>3),Person mit Kind / Kinder,verheiratet,Restliches Europa,FALSE,36-45,"Haushalt, familiäre Gründe",NA,NA,obligatorische Schule,kein | keine,kein | keine
id02016,0.982905983,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (>3),Alleinstehend,ledig,Restliches Europa,TRUE,18-25,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,Anlehre,Berufe im Bereich personenbezogener Dienstleistungen,Berufe im Bereich personenbezogener Dienstleistungen
id02673,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,geschieden,EU / EFTA,FALSE,56-65,Arbeit auf Abruf,Eine Teilzeitstelle (bis 49%),Krankheit,obligatorische Schule,kein | keine,Betreuungsberufe
id02395,0.982905983,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,ledig,EU / EFTA,TRUE,26-35,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,kein | keine
id04115,0.954070981,Sozialhilfe,Kopfquote,Sozialhilfeleistung,2,Mehrfachhaushalt (2-3),Person mit Kind / Kinder,verheiratet,EU / EFTA,FALSE,36-45,vorübergehend arbeitsunfähig,NA,NA,obligatorische Schule,kein | keine,Berufe im Bereich personenbezogener Dienstleistungen
id02903,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,verheiratet,Afrika,FALSE,18-25,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,Berufe im Bereich personenbezogener Dienstleistungen
id04151,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,geschieden,EU / EFTA,FALSE,56-65,vorübergehend arbeitsunfähig,NA,NA,Berufslehre/-schule,Berufe im Bereich personenbezogener Dienstleistungen,NA
id04834,0.91875,Sozialhilfe,Kopfquote,Sozialhilfeleistung,2,Mehrfachhaushalt (2-3),Paar ohne Kind / Kinder,verheiratet,EU / EFTA,FALSE,56-65,Dauerinvalidität,NA,NA,obligatorische Schule,"Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker","Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker"
id04459,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,2,Mehrfachhaushalt (2-3),Person mit Kind / Kinder,geschieden,EU / EFTA,FALSE,26-35,Arbeit auf Abruf,Eine Teilzeitstelle (bis 49%),keine Vollzeitstelle,Berufslehre/-schule,Verkaufskräfte,Hilfskräfte in der Nahrungsmittelzubereitung
id01498,0.982905983,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,verheiratet,EU / EFTA,TRUE,26-35,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,Verkaufskräfte
id04476,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,>3,Mehrfachhaushalt (>3),Person mit Kind / Kinder,geschieden,EU / EFTA,FALSE,26-35,zeitlich befristeter Vertrag,Eine Teilzeitstelle (50-89%),NA,obligatorische Schule,kein | keine,"Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen"
id04781,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,ledig,EU / EFTA,FALSE,18-25,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,Montageberufe
id03478,0.954070981,Sozialhilfe,Flüchtling ab 5 J.,Sozialhilfeleistung,3,Mehrfachhaushalt (2-3),Person mit Kind / Kinder,verheiratet,Restliches Europa,FALSE,36-45,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,Universität/Hochschule/Fachhochschule,"Juristen, Sozialwissenschaftler und Kulturberufe","Juristen, Sozialwissenschaftler und Kulturberufe"
id02147,0.954070981,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,FALSE,56-65,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,Montageberufe,Montageberufe
id03474,0.954070981,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,FALSE,46-55,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,Ingenieurtechnische und vergleichbare Fachkräfte,Ingenieurtechnische und vergleichbare Fachkräfte
id02648,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,TRUE,26-35,Arbeit auf Abruf,NA,NA,obligatorische Schule,kein | keine,Bediener stationärer Anlagen und Maschinen
id04448,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,geschieden,Schweiz,TRUE,46-55,Arbeit auf Abruf,NA,NA,Berufslehre/-schule,"Berufe in der Nahrungsmittelverarbeitung, Holzverarbeitung und Bekleidungsherstellung und verwandte handwerkliche Fachkräfte",Fahrzeugführer und Bediener mobiler Anlagen
id04554,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,TRUE,36-45,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,Fahrzeugführer und Bediener mobiler Anlagen,Fahrzeugführer und Bediener mobiler Anlagen
id04768,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,TRUE,36-45,Arbeit auf Abruf,NA,NA,Berufslehre/-schule,"Präzisionshandwerker, Drucker und kunsthandwerkliche Berufe","Juristische, soziale, kulturelle und verwandte Fachkräfte"
id01207,0.919834711,Sozialhilfe,Inländer/innen,Rückerstattung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,FALSE,26-35,Beschäft. für Ausgesteuerte,Eine Teilzeitstelle (50-89%),keine Vollzeitstelle,Berufslehre/-schule,"Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker","Hilfsarbeitskräfte, onA"
id01796,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,geschieden,Schweiz,TRUE,56-65,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,"Berufe in der Nahrungsmittelverarbeitung, Holzverarbeitung und Bekleidungsherstellung und verwandte handwerkliche Fachkräfte","Bürokräfte im Finanz- und Rechnungswesen, in der Statistik und in der Materialwirtschaft"
id03779,0.954070981,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,2,Mehrfachhaushalt (2-3),Person mit Kind / Kinder,geschieden,Schweiz,FALSE,26-35,Arbeit auf Abruf,Eine Teilzeitstelle (bis 49%),NA,Berufslehre/-schule,Berufe im Bereich personenbezogener Dienstleistungen,"Juristen, Sozialwissenschaftler und Kulturberufe"
id02183,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,verheiratet,Schweiz,TRUE,36-45,vorübergehend arbeitsunfähig,NA,NA,Berufslehre/-schule,"Metallarbeiter, Mechaniker, Polymechaniker, Produktionsmechaniker und verwandte Berufe",Elektriker und Elektroniker
id01884,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,TRUE,56-65,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,Verkaufskräfte,Verkaufskräfte
id02222,0.954070981,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,ledig,Schweiz,FALSE,26-35,vorübergehend arbeitsunfähig,NA,NA,Berufslehre/-schule,"Berufe in der Nahrungsmittelverarbeitung, Holzverarbeitung und Bekleidungsherstellung und verwandte handwerkliche Fachkräfte","Berufe in der Nahrungsmittelverarbeitung, Holzverarbeitung und Bekleidungsherstellung und verwandte handwerkliche Fachkräfte"
id03336,0.954070981,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,FALSE,36-45,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,Universität/Hochschule/Fachhochschule,"Juristen, Sozialwissenschaftler und Kulturberufe",Hilfskräfte in der Nahrungsmittelzubereitung
id03675,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,TRUE,46-55,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,Verkaufskräfte,Elektriker und Elektroniker
id02678,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,verheiratet,Schweiz,TRUE,36-45,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,Berufe im Bereich personenbezogener Dienstleistungen,Bediener stationärer Anlagen und Maschinen
id03805,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,ledig,Schweiz,TRUE,26-35,NA,NA,NA,Berufslehre/-schule,"Berufe in der Nahrungsmittelverarbeitung, Holzverarbeitung und Bekleidungsherstellung und verwandte handwerkliche Fachkräfte","Juristen, Sozialwissenschaftler und Kulturberufe"
id02436,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,TRUE,46-55,"Angestellt, regelmässig",Eine Teilzeitstelle (50-89%),NA,obligatorische Schule,Verkaufskräfte,Hilfskräfte in der Nahrungsmittelzubereitung
id00345,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,TRUE,18-25,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,kein | keine
id02618,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,ledig,Schweiz,TRUE,26-35,"Angestellt, regelmässig",Eine Teilzeitstelle (50-89%),keine Vollzeitstelle,Berufslehre/-schule,Bediener stationärer Anlagen und Maschinen,Hilfskräfte in der Nahrungsmittelzubereitung
id01549,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,ledig,Schweiz,TRUE,26-35,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,Assistenzberufe im Gesundheitswesen,"Juristische, soziale, kulturelle und verwandte Fachkräfte"
id01021,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,TRUE,26-35,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,NA
id01079,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,geschieden,Schweiz,TRUE,36-45,"Angestellt, regelmässig",Eine Teilzeitstelle (bis 49%),keine Vollzeitstelle,Berufslehre/-schule,Elektriker und Elektroniker,Reinigungspersonal und Hilfskräfte
id04287,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,ledig,Schweiz,TRUE,36-45,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,"Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen"
id03669,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,TRUE,46-55,Dauerinvalidität,NA,NA,obligatorische Schule,kein | keine,"Hilfsarbeitskräfte, onA"
id04016,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,ledig,Schweiz,TRUE,26-35,"Angestellt, regelmässig",Eine Teilzeitstelle (bis 49%),keine Vollzeitstelle,"Maturität, Berufsmatura, Diplommittelschule",kein | keine,Betreuungsberufe
id02046,0.91875,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,>3,Mehrfachhaushalt (>3),Person mit Kind / Kinder,verheiratet,Schweiz,FALSE,46-55,"Haushalt, familiäre Gründe",NA,NA,Berufslehre/-schule,Allgemeine Büro- und Sekretariatskräfte,"Geschäftsführer, Vorstände, leitende Verwaltungsbedienstete und Angehörige gesetzgebender Körperschaften"
id03067,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,ledig,Schweiz,TRUE,36-45,vorübergehend arbeitsunfähig,NA,NA,Berufslehre/-schule,Allgemeine Büro- und Sekretariatskräfte,Allgemeine Büro- und Sekretariatskräfte
id00419,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,ledig,Schweiz,TRUE,26-35,in der Lehre,Vollzeit(90+),NA,obligatorische Schule,kein | keine,Berufe im Bereich personenbezogener Dienstleistungen
id04480,0.954070981,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,geschieden,Schweiz,FALSE,46-55,vorübergehend arbeitsunfähig,NA,NA,obligatorische Schule,kein | keine,Allgemeine Büro- und Sekretariatskräfte
id04623,0.91875,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,verheiratet,Schweiz,FALSE,56-65,Selbstständig,Eine Teilzeitstelle (bis 49%),keine Vollzeitstelle,Berufslehre/-schule,Führungskräfte in der Produktion und bei spezialisierten Dienstleistungen,Spezialisten in der Informations- und Kommunikationstechnologie
id02037,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,TRUE,46-55,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,"Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker",Abfallentsorgungsarbeiter und sonstige Hilfsarbeitskräfte
id02241,0.954070981,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,geschieden,Schweiz,FALSE,56-65,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,Assistenzberufe im Gesundheitswesen,"Juristische, soziale, kulturelle und verwandte Fachkräfte"
id01988,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,TRUE,26-35,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,Anlehre,Fachkräfte in der Landwirtschaft,Betriebswirtschaftliche und kaufmännische Fachkräfte und Verwaltungsfachkräfte
id01439,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,2,Mehrfachhaushalt (2-3),Person mit Kind / Kinder,ledig,Schweiz,TRUE,36-45,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,Verkaufskräfte,Berufe im Bereich personenbezogener Dienstleistungen
id01894,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,TRUE,26-35,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,Berufe im Bereich personenbezogener Dienstleistungen,Berufe im Bereich personenbezogener Dienstleistungen
id04463,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,TRUE,26-35,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,"Metallarbeiter, Mechaniker, Polymechaniker, Produktionsmechaniker und verwandte Berufe",Elektriker und Elektroniker
id00860,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,geschieden,Schweiz,TRUE,36-45,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,Verkaufskräfte,Spezialisten in der Informations- und Kommunikationstechnologie
id01952,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,ledig,Schweiz,TRUE,18-25,vorübergehend arbeitsunfähig,NA,NA,obligatorische Schule,kein | keine,Betreuungsberufe
id03186,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,TRUE,46-55,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,Montageberufe,Montageberufe
id02057,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,2,Mehrfachhaushalt (2-3),Person mit Kind / Kinder,ledig,Schweiz,TRUE,18-25,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,Abfallentsorgungsarbeiter und sonstige Hilfsarbeitskräfte
